gamename,avg,gain,peak,avg_peak_perc
The Elder Scrolls III: Morrowind,340.22,45.66,648,52.5031%
SimCity 4 Deluxe,390.2,51.17,745,52.3758%
Dungeon Defenders II,682.86,83.31,1228,55.6075%
F1 2012,63.09,-6.92,153,41.2353%
Farming Simulator 2013,66.8,0.71,137,48.7591%
Football Manager 2014,832.02,6.84,1517,54.8464%
F1 2014,43.57,-8.08,122,35.7131%
Construction-Simulator 2015,158.76,-15.78,385,41.2364%
Car Mechanic Simulator 2015,166.04,-12.21,377,44.0424%
F1 2015,136.84,3.43,625,21.8944%
Pro Evolution Soccer 2016,125.41,-1.4,262,47.8664%
F1 2016,83.82,-17.93,222,37.7568%
Pro Evolution Soccer 2017,365.74,-15.18,645,56.7039%
F1 2017,309.65,-102.81,800,38.7062%
F1 2018,1271.73,-136.94,3168,40.143%
Farm Manager 2018,68.09,-6.21,154,44.2143%
Deus Ex: Mankind Divided,599.13,9.55,1345,44.545%
SYNTHETIK,46.93,2.06,105,44.6952%
Lost Castle,594.98,42.82,1678,35.4577%
Sven Co-op,257.91,30.93,490,52.6347%
Marvel Puzzle Quest,387.23,0.34,706,54.8484%
Torchlight II,815.2,-140.66,1530,53.281%
Sleeping Dogs: Definitive Edition,342.03,-78.51,899,38.0456%
Wolfenstein II: The New Colossus,576.72,202.65,1320,43.6909%
S.T.A.L.K.E.R.: Shadow of Chernobyl,237.65,-10.63,539,44.0909%
Call of Duty: Modern Warfare 2,510.81,55.78,1052,48.5561%
Getting Over It with Bennett Foddy,274.77,111.55,648,42.4028%
DC Universe Online,441.97,2.9,733,60.296%
NBA 2K18,2663.16,-246.55,5726,46.51%
Danganronpa: Trigger Happy Havoc,220.8,37.61,507,43.5503%
Outlast,181.99,-5.02,516,35.2694%
The Elder Scrolls: Legends,854.06,-27.22,1461,58.4572%
Hacknet,358,33.15,1375,26.0364%
Farming Simulator 15,335.73,-17.5,741,45.3077%
Terraria,17776.43,2140.48,31424,56.5696%
Left 4 Dead 2,9912.89,188.34,20702,47.8837%
The Witcher 3: Wild Hunt,12029.72,-1375.59,23943,50.2432%
Life is Strange,515.34,31.56,1248,41.2933%
Z1 Battle Royale,1854.7,-1129.94,4010,46.2519%
Don't Starve Together,9303.77,-2622.68,19502,47.7067%
Counter-Strike: Source,4404.06,370.56,8674,50.7731%
Monster Hunter: World,37970.69,3634.03,93833,40.4662%
Cities: Skylines,10818.41,-1066.82,19160,56.4635%
Fallout: New Vegas,3977.05,312.55,6998,56.8312%
No Man's Sky,4730.73,897.49,9118,51.8834%
Space Engineers,3122.59,185.83,6138,50.8731%
Saints Row IV,614.63,21.54,1514,40.5964%
Age of Empires II (2013),10491.33,1977.42,22492,46.6447%
Killing Floor,424.74,10.18,856,49.6192%
Portal,489.97,129.7,1138,43.0554%
Chivalry: Medieval Warfare,530.84,160.42,1088,48.7904%
Castle Crashers,713.24,130.08,2062,34.5897%
Rise of the Tomb Raider,2075.61,-307.21,5227,39.7094%
No More Room in Hell,348.21,-20.19,646,53.9025%
BattleBlock Theater,366.82,35.04,1172,31.2986%
Goat Simulator,158.63,-19,341,46.5191%
Hotline Miami,165.24,6.13,423,39.0638%
Saints Row: The Third,635.28,69.02,1555,40.854%
Divinity: Original Sin 2,8425.56,285.56,18421,45.7389%
Dirty Bomb,348.85,-73.02,690,50.558%
The Binding of Isaac,293.68,10.79,466,63.0215%
To the Moon,49.91,9.75,161,31%
Dishonored,570.45,121.92,1216,46.912%
Battlerite,2011.05,-98.22,4206,47.8138%
Ring of Elysium,27690.03,11854.12,63435,43.651%
NieR:Automata,1077.81,53.15,2555,42.1843%
POSTAL 2,282.62,121.29,598,47.2609%
South Park: The Stick of Truth,274.81,45.39,628,43.7596%
PAYDAY: The Heist,49.38,-9.71,104,47.4808%
Just Cause 2,463.2,142.35,916,50.5677%
Firewatch,74.83,-11.99,214,34.9673%
Spec Ops: The Line,105.53,3.09,220,47.9682%
Brothers - A Tale of Two Sons,23.22,2.55,62,37.4516%
The Stanley Parable,102.85,31.89,333,30.8859%
Mafia II (Classic),546.2,125.46,1389,39.3233%
Everlasting Summer,400.02,43.43,924,43.2922%
Broforce,318.02,46.05,785,40.5121%
LIMBO,80.19,-14.48,206,38.9272%
DARK SOULS II,368.7,-1.33,791,46.6119%
"Star Wars: Battlefront 2 (Classic, 2005)",416.39,74.35,780,53.3833%
Metro 2033 Redux,534.22,22.8,1833,29.1446%
Bastion,100.91,11.78,195,51.7487%
Half-Life,464.17,101.59,1019,45.5515%
Game Dev Tycoon,250.11,38.57,498,50.2229%
Rising Storm/Red Orchestra 2 Multiplayer,440.89,28.98,820,53.7671%
Grand Theft Auto: San Andreas,860.5,166.71,1851,46.4884%
Wolfenstein: The New Order,571.59,166.33,1371,41.6915%
Slay the Spire,8278.15,358.59,12365,66.9482%
Elite Dangerous,6342.8,2868.75,13822,45.8892%
Batman: Arkham City GOTY,399.42,18,876,45.5959%
Emily is Away,12.49,0.03,33,37.8485%
Besiege,444.31,31.15,756,58.7712%
Call of Duty: Black Ops II,219.89,1.31,412,53.3714%
"Papers, Please",278.43,102.74,809,34.4166%
American Truck Simulator,3752.1,148.05,6727,55.7767%
Alien: Isolation,219.21,-9.59,517,42.4004%
Slime Rancher,1501.14,396.29,3958,37.9267%
Fistful of Frags,197.09,-29.52,469,42.0235%
Metro: Last Light Redux,521.31,-57.35,1419,36.7378%
Hitman: Absolution,405.99,-41.96,848,47.8762%
Battlefield: Bad Company 2,318.08,16.95,722,44.0554%
Alan Wake,124.5,-89.6,306,40.6863%
Risk of Rain,259.31,-119.01,451,57.4967%
Depth,177.34,-28.6,392,45.2398%
Transistor,64.34,19.3,183,35.1585%
ORION: Prelude,19.61,2.21,54,36.3148%
Verdun,218.55,43.62,594,36.7929%
Hotline Miami 2: Wrong Number,242.33,-10.64,493,49.1542%
Life is Strange: Before the Storm,214.84,12.41,601,35.7471%
Max Payne 3,175.36,21.89,397,44.1713%
Mortal Kombat X,1040.41,487.99,2865,36.3145%
Mirror,375.2,4.18,1059,35.4297%
The Wolf Among Us,41.25,4.1,103,40.0485%
Cry of Fear,77.97,7.93,159,49.0377%
Totally Accurate Battlegrounds,142.91,-28.04,361,39.5873%
Magicka,109.82,-1.05,312,35.1987%
Watch_Dogs 2,934.7,-2.06,2798,33.406%
SpeedRunners,194.48,29.94,499,38.9739%
Awesomenauts,253.44,-4.6,496,51.0968%
Batman: Arkham Origins,362.97,-36.39,718,50.5529%
Batman: Arkham Asylum GOTY Edition,239.88,43.44,615,39.0049%
Hellblade: Senua's Sacrifice,158.19,30.3,392,40.3546%
Amnesia: The Dark Descent,87.85,-20.16,196,44.8214%
APB Reloaded,548.07,-0.52,994,55.1378%
Super Hexagon,25.15,1.49,58,43.3621%
INSIDE,93.3,-4.71,236,39.5339%
Call of Duty: World at War,704.41,-32.37,1247,56.4884%
The Plan,0.87,0.32,5,17.4%
Creativerse,634.53,4.37,1202,52.7895%
Shadow Warrior,69.59,3.35,150,46.3933%
A Story About My Uncle,22.03,-7.59,61,36.1148%
Mirror's Edge,71.83,14.19,169,42.503%
Prey,950.38,413.97,1922,49.4475%
HuniePop,261.85,41.74,591,44.3063%
Fallout 3 - Game of the Year Edition,377.29,-1.19,755,49.9722%
Arma 2: Operation Arrowhead,728.85,18.56,1375,53.0073%
DiRT Rally,546.76,78.24,1322,41.3585%
Alien Swarm,48.14,14.52,253,19.0277%
Miscreated,759.26,368.26,2420,31.3744%
The Talos Principle,389.4,183.23,1345,28.9517%
Spintires®,330.41,-23.74,697,47.4046%
ICEY,24.1,-2.67,76,31.7105%
Blood and Bacon,45.6,8.62,121,37.686%
Duck Game,393.2,38.49,885,44.4294%
Magic Duels,621.81,-82.62,971,64.0381%
SOMA,101.6,-10.34,309,32.8803%
Trine 2,94.26,-26.84,269,35.0409%
NEKOPARA Vol. 1,58.48,4.84,132,44.303%
BLOCKADE 3D,192.69,-8.58,644,29.9208%
Five Nights at Freddy's,31.5,3.11,72,43.75%
Spiral Knights,221.78,14.77,379,58.5172%
Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,34.34,3.34,106,32.3962%
ABZU,27.38,-0.42,58,47.2069%
Stranded Deep,293.14,61.9,623,47.053%
Serious Sam 3: BFE,145.39,20.86,438,33.1941%
Hurtworld,518.31,103.75,1389,37.3153%
TEKKEN 7,2782.27,571.69,5861,47.4709%
Assetto Corsa,1964.13,190.16,3986,49.2757%
Scrap Mechanic,1083.73,43.14,2448,44.27%
Watch_Dogs,190.11,-24.83,507,37.497%
The Expendabros,62.53,10.28,154,40.6039%
Dust: An Elysian Tail,34.62,5.68,85,40.7294%
Ryse: Son of Rome,90.04,4.11,224,40.1964%
Hero Siege,466.58,129.27,1010,46.196%
Call of Duty: Ghosts,96.29,10.19,233,41.3262%
Assassin's Creed II,547.86,204.2,1280,42.8016%
SUPERHOT,87.49,5.47,233,37.5494%
DmC Devil May Cry,136.33,25.18,333,40.9399%
Layers of Fear,101.44,-21.76,405,25.0469%
Day of Infamy,375.73,56.74,707,53.1443%
Tales from the Borderlands,40.07,0.77,90,44.5222%
Skullgirls 2nd Encore,127.05,12.41,265,47.9434%
Call of Duty: Black Ops,417.37,-20.89,807,51.7187%
One Finger Death Punch,50.85,7.3,106,47.9717%
Crypt of the NecroDancer,201.93,-9.48,338,59.7426%
L.A. Noire,178.6,14.4,375,47.6267%
A Hat in Time,371.67,61.05,1103,33.6963%
Warhammer: End Times - Vermintide,127.45,-2.18,319,39.953%
Half-Life 2: Episode Two,166.16,48.89,382,43.4974%
Iron Snout,35.94,5.06,67,53.6418%
Rogue Legacy,149.71,25.61,293,51.0956%
Age of Empires® III (2007),2137.44,497.22,4993,42.8087%
Infestation: The New Z,856.81,4.45,1336,64.1325%
METAL GEAR RISING: REVENGEANCE,111.02,34.99,273,40.6667%
Gang Beasts,196.76,43.18,607,32.4152%
Call of Duty: Advanced Warfare,93.92,5.61,208,45.1538%
Town of Salem,814.92,-18.92,1471,55.399%
Orcs Must Die! 2,148.2,19.14,364,40.7143%
Tabletop Simulator,1914.7,209.56,4740,40.3945%
HELLDIVERS,309.42,-54.72,1080,28.65%
Deus Ex: Human Revolution - Director's Cut,275.82,1.08,595,46.3563%
How to Survive,52.78,-2.08,138,38.2464%
Guns of Icarus Online,74.53,22.17,996,7.4829%
Dragon's Dogma: Dark Arisen,838.33,57.09,1572,53.3289%
Brütal Legend,58.66,1.13,129,45.4729%
The Beginner's Guide,12.79,2.72,46,27.8043%
Sniper Elite 3,353.89,59.83,872,40.5837%
DRAGON BALL XENOVERSE,81.7,-10.95,204,40.049%
VA-11 Hall-A: Cyberpunk Bartender Action,125.83,28.75,283,44.4629%
Just Cause 2: Multiplayer Mod,99.84,26.41,339,29.4513%
Antichamber,30.8,8.56,86,35.814%
Dino D-Day,16.74,5.57,45,37.2%
Counter-Strike: Condition Zero,543.68,47.33,1056,51.4848%
The Darkness II,57.83,1.38,120,48.1917%
GRID 2,120.78,-0.03,333,36.2703%
Sakura Clicker,135.34,-11.17,190,71.2316%
Refunct,7.75,1.84,28,27.6786%
Gone Home,14.28,6.99,83,17.2048%
NEKOPARA Vol. 0,30.21,3.12,134,22.5448%
FINAL FANTASY VII,403.66,80.8,794,50.8388%
Sanctum 2,57.95,-14.42,131,44.2366%
The Escapists,130.62,20.65,270,48.3778%
STAR WARS: Knights of the Old Republic,389.76,65.2,782,49.8414%
Pillars of Eternity,1043.87,231.49,2270,45.9855%
Codename CURE,59.87,3.17,121,49.4793%
ShellShock Live,816.69,-8.3,1678,48.6704%
Need for Speed: Hot Pursuit,202.59,40.9,546,37.1044%
Surgeon Simulator,35.57,5.93,90,39.5222%
Tricolour Lovestory,90.77,3.28,277,32.769%
World of Guns: Gun Disassembly,136.21,-4.14,434,31.3848%
Toribash,93.91,11.03,188,49.9521%
Empyrion - Galactic Survival,1811.12,464.38,3832,47.263%
Hyper Light Drifter,77.02,11.67,187,41.1872%
OneShot,70.53,14.86,202,34.9158%
Mountain,152.85,9.38,287,53.2578%
Chinese Parents,998.73,-675.98,2742,36.4234%
Block N Load,104.87,-16.7,308,34.0487%
Portal Knights,824.1,496.26,3185,25.8744%
Shadow of the Tomb Raider,2378.78,121.19,5819,40.8795%
Outlast 2,110.1,-29.32,262,42.0229%
Call of Duty: WWII,368.59,49.5,811,45.4488%
My Time At Portia,1070.15,124.06,2191,48.843%
Dungeon Defenders,214.37,43.56,540,39.6981%
Mass Effect 2,240.87,41.36,493,48.858%
FEZ,42.14,10.81,106,39.7547%
100% Orange Juice,266.93,79.43,753,35.4489%
The Evil Within,147.68,0,288,51.2778%
What Remains of Edith Finch,41.61,15.35,197,21.1218%
Day of Defeat: Source,450.09,38.02,978,46.0215%
Thief,151.57,-14.09,376,40.3112%
Bad Rats,16.69,-1.21,113,14.7699%
Gunpoint,16.44,2.59,48,34.25%
Quantum Break,145.88,25.37,383,38.0888%
Quake Live,292.8,6.6,564,51.9149%
The Room,76.94,-41.74,212,36.2925%
S.T.A.L.K.E.R.: Call of Pripyat,254.33,-7.07,541,47.0111%
Shadow Warrior 2,292.84,-6.07,1005,29.1383%
Eternal Senia,13.76,3.36,33,41.697%
Montaro,13,2.07,99,13.1313%
Tom Clancy's Splinter Cell Blacklist,129.49,17.92,303,42.736%
Endless Legend,556.61,81.04,1471,37.8389%
Survarium,276.97,-42.61,637,43.4804%
Child of Light,45.14,8.42,99,45.596%
Beholder,171.1,22.25,347,49.3084%
Artifact,11168.61,NA,46456,24.0413%
Fallout 3,121.35,7.69,266,45.6203%
Bendy and the Ink Machine,151.64,-149.98,331,45.8127%
Yet Another Zombie Defense,46.43,13.39,427,10.8735%
Moonbase Alpha,6.8,-1.1,25,27.2%
"Warhammer 40,000: Space Marine",219.51,9.94,476,46.1155%
Grand Theft Auto: Vice City,214.33,43.33,507,42.2742%
Hand Simulator,230.18,33.43,558,41.2509%
Who's Your Daddy?!,42.38,14.14,147,28.8299%
The Banner Saga,118.91,32.89,323,36.8142%
Burnout Paradise: The Ultimate Box,99.67,16.51,242,41.186%
Nuclear Throne,242.06,-14.59,433,55.903%
Business Tour - Online Multiplayer Board Game,1048.06,36.36,3090,33.9178%
Kingdom: Classic,167.81,71.45,382,43.9293%
Darwin Project,214.74,-56.23,641,33.5008%
Sid Meier's Civilization: Beyond Earth,733.4,17.64,1373,53.4159%
DRAGON BALL XENOVERSE 2,1136.48,102.15,2350,48.3609%
Shadow Tactics: Blades of the Shogun,244.36,-18.69,543,45.0018%
The Crew,119.72,2.28,330,36.2788%
Mitos.is: The Game,139.3,5,270,51.5926%
Aliens vs. Predator,86.5,22.38,222,38.964%
Trine,46.3,-21.28,147,31.4966%
Saints Row 2,92.84,2.65,174,53.3563%
RAGE,160.06,40.97,341,46.9384%
Car Mechanic Simulator 2018,1683.46,200.4,3273,51.4348%
Blackwake,111.83,16.33,326,34.3037%
Pony Island,18.78,1.1,48,39.125%
Shovel Knight: Treasure Trove,83.39,12.11,202,41.2822%
Far Cry® 3 Blood Dragon,32.39,3.7,83,39.0241%
Gotham City Impostors: Free To Play,23.11,-2.41,56,41.2679%
Double Action: Boogaloo,19.12,0.32,49,39.0204%
Defiance,104.1,15.53,196,53.1122%
Hyperdimension Neptunia Re;Birth1,117.68,-1.16,224,52.5357%
Dead Space,103.06,1.39,268,38.4552%
Contagion,29.94,0.16,79,37.8987%
Remember Me,33.4,4.81,90,37.1111%
Resident Evil Revelations 2,156.72,28.95,435,36.0276%
Spooky's Jump Scare Mansion,16.91,-0.5,41,41.2439%
LEGO® Worlds,216.73,19.87,516,42.0019%
WARMODE,45.73,-0.93,116,39.4224%
Deadlight,7.15,-0.21,20,35.75%
Dungeons 3,329.61,-35.64,872,37.7993%
Dead Space 2,101.47,1.86,232,43.7371%
The Evil Within 2,260.14,64.95,531,48.9906%
Bayonetta,229.24,31.18,654,35.052%
Valkyria Chronicles,171.25,-28.36,326,52.5307%
RWBY: Grimm Eclipse,63.65,-0.1,148,43.0068%
Dragon Age: Origins - Ultimate Edition,520.53,179.89,1107,47.0217%
LEGO® MARVEL Super Heroes,306.09,65.24,684,44.75%
Injustice: Gods Among Us Ultimate Edition,74.52,1.67,180,41.4%
Tropico 4,239.28,9.87,457,52.3589%
Call of Duty 4: Modern Warfare,183.45,15.48,393,46.6794%
Shadowrun Returns,97.43,8.01,194,50.2216%
NEKOPARA Vol. 2,22.97,1.95,55,41.7636%
Sonic Mania,160.92,48.48,457,35.2123%
MURDERED: SOUL SUSPECT,36.37,-0.78,106,34.3113%
Star Conflict,274.01,34.03,598,45.8211%
Move or Die,133.95,56.53,408,32.8309%
Project CARS,276.55,-9.98,502,55.0896%
Detention,30.34,-18.69,94,32.2766%
We Were Here,55.51,6.96,161,34.4783%
World War 3,357,-542.92,840,42.5%
Kingdoms of Amalur: Reckoning,280.92,56.45,569,49.3708%
Bully: Scholarship Edition,103.34,19.08,210,49.2095%
Zombie Army Trilogy,182.76,15.24,490,37.298%
Far Cry Primal,481.23,95.92,1107,43.4715%
Natural Selection 2,233.12,36.17,477,48.8721%
BRAIN / OUT,243.97,-14.23,772,31.6023%
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,6.74,0.25,15,44.9333%
TrackMania Nations Forever,201.58,6.13,428,47.0981%
Ultra Street Fighter IV,171.67,11.97,283,60.6608%
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,56.24,1.24,120,46.8667%
Psychonauts,89.63,42.72,251,35.7092%
The Awesome Adventures of Captain Spirit,42.01,-17.21,134,31.3507%
Reign Of Kings,104.82,16.92,248,42.2661%
Hand of Fate,32.91,3.71,81,40.6296%
Five Nights at Freddy's 2,12.55,3.86,35,35.8571%
METAL GEAR SOLID V: GROUND ZEROES,107.59,26,232,46.375%
Transmissions: Element 120,7.96,0.91,21,37.9048%
Half-Life 2: Episode One,128.61,34.35,317,40.571%
Tropico 5,665.08,92.6,1388,47.9164%
Freddy Fazbear's Pizzeria Simulator,72.14,7.15,154,46.8442%
Call of Duty: Infinite Warfare,232.83,-13.36,503,46.2883%
Ultimate Custom Night,220.72,19.54,450,49.0489%
NEKOPARA Vol. 3,38.79,3.73,90,43.1%
AirMech Strike,50.39,1.86,115,43.8174%
Alien Swarm: Reactive Drop,178.2,47.84,727,24.5117%
Defy Gravity,1.48,-0.16,10,14.8%
Mini Metro,152.04,-4.04,299,50.8495%
Thomas Was Alone,5.64,0.89,18,31.3333%
LISA,50.91,-1.4,106,48.0283%
Tales of Berseria,457.78,-21.81,950,48.1874%
Dungeon of the Endless,124.94,16.23,275,45.4327%
Lords Of The Fallen,90.81,-12.59,206,44.0825%
ELEX,453.96,84.34,1064,42.6654%
The Room Two,62.67,-23.41,164,38.2134%
S.K.I.L.L. - Special Force 2,171.01,1.41,459,37.2571%
Dead Rising 3,105.15,-14.89,250,42.06%
Celeste,455.7,272.08,1078,42.2727%
Monaco,26.83,7.27,77,34.8442%
SNOW,50.07,5.75,114,43.9211%
DEEP SPACE WAIFU,18.8,-0.19,46,40.8696%
Deponia,56.22,23.06,140,40.1571%
Armello,364.37,146.48,723,50.397%
Assassin's Creed Syndicate,574.46,224.07,1374,41.8093%
Salt and Sanctuary,147.19,14.19,350,42.0543%
Orwell,173.47,-19.88,1016,17.0738%
FINAL FANTASY XIII,245.2,63.61,500,49.04%
Fallout,193.1,22.22,354,54.548%
Craft The World,431.48,83.91,1090,39.5853%
Material Girl,52.97,-2.48,267,19.839%
Sonic Generations,76.24,21.96,184,41.4348%
The Vanishing of Ethan Carter,9.95,-1.97,32,31.0937%
RIFT,258.64,-21.75,417,62.024%
GunZ 2: The Second Duel,13.38,-0.84,31,43.1613%
LYNE,12.02,2.16,32,37.5625%
DISTRAINT: Deluxe Edition,200.15,-2724.93,2405,8.3222%
"Warhammer 40,000: Dawn of War III",199.89,12.76,461,43.3601%
Carpe Diem,1.74,-0.76,8,21.75%
Sniper Ghost Warrior 2,151.82,44.41,404,37.5792%
Night in the Woods,104.41,-7.83,287,36.3798%
Viscera Cleanup Detail,257.22,134.57,612,42.0294%
Octodad: Dadliest Catch,29.51,5.64,90,32.7889%
Crysis 2 Maximum Edition,85.45,6.96,190,44.9737%
VVVVVV,13.02,1.32,38,34.2632%
Assassin's Creed Brotherhood,280.95,97.28,584,48.1079%
The Bureau: XCOM Declassified,44.33,2.47,136,32.5956%
Scribblenauts Unlimited,100.88,-37.13,207,48.7343%
Overcooked,268.45,72.98,874,30.7151%
Wolfenstein: The Old Blood,196.18,56.64,498,39.3936%
Finding Paradise,30.24,11.8,76,39.7895%
The Witness,141.32,68.6,437,32.3387%
Oxenfree,37.85,3.39,89,42.5281%
Braid,23.04,11.06,60,38.4%
STAR WARS Empire at War: Gold Pack,1202.77,89.81,2103,57.1931%
Rabi-Ribi,68.79,8.12,165,41.6909%
Youtubers Life,194.7,71.97,402,48.4328%
Tribes: Ascend,17.75,0.64,51,34.8039%
America's Army: Proving Grounds,326.12,-7.85,678,48.1003%
Little Inferno,23.36,3.56,57,40.9825%
Homefront: The Revolution,108.32,-23.37,210,51.581%
Absolver,106.82,27.7,260,41.0846%
STAR WARS Republic Commando,59.55,16.68,131,45.458%
Gear Up,10.01,-0.41,35,28.6%
Kingdoms and Castles,307.8,-61.8,605,50.876%
F.E.A.R.,43.94,-2.91,101,43.505%
Five Nights at Freddy's 4,5.45,-0.45,20,27.25%
Mount Your Friends,16.88,0.16,67,25.194%
FINAL FANTASY X/X-2 HD Remaster,579.95,162.51,1149,50.4743%
Osiris: New Dawn,94.82,30.59,243,39.0206%
Resident Evil,124.44,23.03,306,40.6667%
Deus Ex: Game of the Year Edition,62.21,9.33,162,38.4012%
Mount & Blade: With Fire and Sword,350.17,33.01,773,45.3001%
Wasteland 2,33.57,2.44,77,43.5974%
CrossCode,494.92,61.52,1170,42.3009%
CPUCores :: Maximize Your FPS,838,29.34,1525,54.9508%
Dragon Age: Origins,198.57,51.47,419,47.3914%
Vampire: The Masquerade - Bloodlines,88.56,-15.21,201,44.0597%
Tyranny,238.73,-162.69,489,48.82%
Crysis,79.52,5.24,205,38.7902%
Foxhole,812.19,535.1,1694,47.9451%
Punch Club,55.35,-0.87,126,43.9286%
Galactic Civilizations III,461.97,-12.4,915,50.4885%
Minecraft: Story Mode - A Telltale Games Series,56.36,18.75,125,45.088%
Half-Life 2: Deathmatch,169.3,14.19,367,46.1308%
PAC-MAN Championship Edition DX+,10.48,0.97,28,37.4286%
SoulWorker,924.05,91.46,1755,52.6524%
Super Crate Box,3.95,-0.9,13,30.3846%
Darksiders II Deathinitive Edition,693.04,77.44,1731,40.037%
Universe Sandbox,241.16,45.33,460,52.4261%
Assassin's Creed Revelations,141.83,43.63,285,49.7649%
Sakura Spirit,5.34,0.35,12,44.5%
Momodora: Reverie Under the Moonlight,118.68,91.04,672,17.6607%
Unepic,48.45,-1.19,119,40.7143%
Hitman: Blood Money,107.48,-4.29,230,46.7304%
Door Kickers,89.26,19.74,229,38.9782%
How to Survive 2,99.23,-24.6,268,37.0261%
Zup!,4.24,0.86,38,11.1579%
Call to Arms,245.75,-9.71,526,46.7205%
Half-Life 2: Lost Coast,14.48,1.47,35,41.3714%
Loading Screen Simulator,13.96,0.81,28,49.8571%
FreeStyle 2: Street Basketball,600.77,4.97,1023,58.7263%
Lucius,31.71,12.4,80,39.6375%
GRIS,426.91,NA,854,49.9895%
Keep Talking and Nobody Explodes,145.37,43.06,646,22.5031%
Assassin's Creed,129.74,53.61,334,38.8443%
Batman - The Telltale Series,19.96,0.57,54,36.963%
STEINS;GATE,75.41,6.41,213,35.4038%
Relic Hunters Zero: Remix,12.4,-0.11,36,34.4444%
Endless Space® - Definitive Edition,113.76,7.39,210,54.1714%
The Swapper,9.26,0.26,26,35.6154%
STAR WARS Jedi Knight: Jedi Academy,157.01,30.65,357,43.9804%
Aura Kingdom,291.62,-0.4,481,60.6279%
Long Live The Queen,16.83,-2.34,44,38.25%
Sword Art Online: Fatal Bullet,467.78,-113.32,1118,41.8408%
Anno 2070,237.59,41.69,598,39.7308%
Archeblade,11.47,0.6,33,34.7576%
"Warhammer 40,000: Dawn of War II",195.87,33.5,454,43.1432%
S.T.A.L.K.E.R.: Clear Sky,156.62,-12.55,353,44.3683%
60 Seconds!,89.52,-21.71,226,39.6106%
Viridi,25.97,1.93,45,57.7111%
Homefront,35.32,-4.48,89,39.6854%
Magicite,33.11,4.11,86,38.5%
Streets of Rogue,142.72,-21.67,297,48.0539%
Nidhogg,23.77,6.21,71,33.4789%
Hatred,24.72,5.64,61,40.5246%
"Warhammer 40,000: Eternal Crusade",95.61,-13.84,252,37.9405%
FlatOut 2,61,4.54,187,32.6203%
Machinarium,36.94,-1.7,99,37.3131%
DLC Quest,2.83,0.05,10,28.3%
PROTOTYPE 2,69.09,-19,153,45.1569%
Homeworld Remastered Collection,195.92,-6,416,47.0962%
Planetary Annihilation: TITANS,260.55,15.52,648,40.2083%
Orcs Must Die!,26.49,1.02,58,45.6724%
Blockstorm,9.75,-0.02,32,30.4688%
Overcooked! 2,946.19,287.19,3470,27.2677%
Serious Sam 2,45.24,6.03,146,30.9863%
F.E.A.R. 3,50.41,0.84,135,37.3407%
Lucy -The Eternity She Wished For-,8.45,-0.01,28,30.1786%
Supreme Commander 2,315.52,29.71,719,43.8832%
Sunless Sea,110.39,-39.31,220,50.1773%
Jotun: Valhalla Edition,27.03,13.13,97,27.866%
FINAL FANTASY VIII,328.92,65.67,615,53.4829%
This Is the Police,102.03,17.32,217,47.0184%
Broken Age,18.29,1.4,44,41.5682%
Book of Demons,611.11,576.84,2054,29.7522%
Riders of Icarus,406.4,-35.15,804,50.5473%
Tales of Zestiria,102.2,-7.12,234,43.6752%
Far Cry 2,107.92,26.82,237,45.5359%
RUINER,59.21,6.11,373,15.874%
Tower Unite,133.15,0.25,296,44.9831%
Zombie Panic! Source,58.93,-4.34,123,47.9106%
Race The Sun,18.26,9.05,74,24.6757%
RUNNING WITH RIFLES,100.48,-15.83,195,51.5282%
The Way of Life Free Edition,1.68,0.08,7,24%
Half-Life: Opposing Force,76.13,16.45,174,43.7529%
Darksiders Warmastered Edition,571.61,-24.99,1757,32.5333%
Into the Breach,602.84,250.17,1514,39.8177%
Superflight,36.28,2.29,92,39.4348%
Stonehearth,503.81,219.88,1385,36.3762%
Hatoful Boyfriend,10.42,1.98,30,34.7333%
METAL SLUG 3,24.28,7.24,109,22.2752%
Bit Blaster XL,7.21,1.33,25,28.84%
Saints Row: Gat out of Hell,39.85,3.7,109,36.5596%
